Date,City,PM25
2023-03-26,Ho,20.6
2023-03-26,Kintampo,24.0
2023-03-26,Koforidua,23.7
2023-03-26,Kumasi,21.4
2023-03-26,Nalerigu,58.1
2023-03-26,Navrongo,70.1
2023-03-26,Sefwi Wiawso,21.8
2023-03-26,Sekondi-Takoradi,23.2
2023-03-26,Somanya,21.6
2023-03-26,Sunyani,21.8
2023-03-26,Tamale,24.9
2023-03-26,Techiman,21.8
2023-03-26,Tema,22.4
2023-03-26,Wa,51.6
2023-03-27,Accra,22.3
2023-03-27,Bolgatanga,30.2
2023-03-27,Cape Coast,22.8
2023-03-27,Dambai,23.1
2023-03-27,Damongo,24.5
2023-03-27,Goaso,22.3
2023-03-27,Ho,21.5
2023-03-27,Kintampo,26.6
2023-03-27,Koforidua,23.5
2023-03-27,Kumasi,21.3
2023-03-27,Nalerigu,23.8
2023-03-27,Navrongo,29.6
2023-03-27,Sefwi Wiawso,23.4
2023-03-27,Sekondi-Takoradi,22.9
2023-03-27,Somanya,22.5
2023-03-27,Sunyani,22.5
2023-03-27,Tamale,26.9
2023-03-27,Techiman,22.3
2023-03-27,Tema,22.4
2023-03-27,Wa,30.1
2023-03-28,Accra,22.4
2023-03-28,Bolgatanga,27.5
2023-03-28,Cape Coast,23.8
2023-03-28,Dambai,27.8
2023-03-28,Damongo,28.8
2023-03-28,Goaso,23.9
2023-03-28,Ho,23.5
2023-03-28,Kintampo,25.3
2023-03-28,Koforidua,23.5
2023-03-28,Kumasi,23.4
2023-03-28,Nalerigu,31.6
2023-03-28,Navrongo,40.2
2023-03-28,Sefwi Wiawso,23.6
2023-03-28,Sekondi-Takoradi,23.3
2023-03-28,Somanya,23.0
2023-03-28,Sunyani,26.2
2023-03-28,Tamale,29.5
2023-03-28,Techiman,23.2
2023-03-28,Tema,21.9
2023-03-28,Wa,22.9
2023-03-29,Accra,22.2
2023-03-29,Bolgatanga,56.3
2023-03-29,Cape Coast,23.3
2023-03-29,Dambai,24.6
2023-03-29,Damongo,29.3
2023-03-29,Goaso,23.1
2023-03-29,Ho,23.2
2023-03-29,Kintampo,29.2
2023-03-29,Koforidua,25.4
2023-03-29,Kumasi,25.0
2023-03-29,Nalerigu,61.0
2023-03-29,Navrongo,51.5
2023-03-29,Sefwi Wiawso,25.0
2023-03-29,Sekondi-Takoradi,23.4
2023-03-29,Somanya,23.0
2023-03-29,Sunyani,22.0
2023-03-29,Tamale,24.3
2023-03-29,Techiman,24.5
2023-03-29,Tema,22.3
2023-03-29,Wa,26.8
2023-03-30,Accra,21.8
2023-03-30,Bolgatanga,77.4
2023-03-30,Cape Coast,23.9
2023-03-30,Dambai,23.1
2023-03-30,Damongo,30.3
2023-03-30,Goaso,28.5
2023-03-30,Ho,26.5
2023-03-30,Kintampo,26.2
2023-03-30,Koforidua,26.1
2023-03-30,Kumasi,25.3
2023-03-30,Nalerigu,60.9
2023-03-30,Navrongo,68.7
2023-03-30,Sefwi Wiawso,25.1
2023-03-30,Sekondi-Takoradi,23.4
2023-03-30,Somanya,25.2
2023-03-30,Sunyani,25.9
2023-03-30,Tamale,28.7
2023-03-30,Techiman,25.6
2023-03-30,Tema,20.8
2023-03-30,Wa,33.2
2023-03-31,Accra,22.1
2023-03-31,Bolgatanga,88.6
2023-03-31,Cape Coast,23.1
2023-03-31,Dambai,22.8
2023-03-31,Damongo,33.4
2023-03-31,Goaso,23.5
2023-03-31,Ho,21.8
2023-03-31,Kintampo,30.5
2023-03-31,Koforidua,22.5
2023-03-31,Kumasi,24.8
2023-03-31,Nalerigu,75.7
2023-03-31,Navrongo,82.8
2023-03-31,Sefwi Wiawso,22.5
2023-03-31,Sekondi-Takoradi,23.1
2023-03-31,Somanya,24.0
2023-03-31,Sunyani,23.2
2023-03-31,Tamale,29.3
2023-03-31,Techiman,21.8
2023-03-31,Tema,23.5
2023-03-31,Wa,50.0
2023-04-01,Accra,21.7
2023-04-01,Bolgatanga,79.7
2023-04-01,Cape Coast,22.4
2023-04-01,Dambai,21.1
2023-04-01,Damongo,44.1
2023-04-01,Goaso,21.7
2023-04-01,Ho,22.6
2023-04-01,Kintampo,25.2
2023-04-01,Koforidua,23.9
2023-04-01,Kumasi,22.7
2023-04-01,Nalerigu,47.8
2023-04-01,Navrongo,81.6
2023-04-01,Sefwi Wiawso,22.0
2023-04-01,Sekondi-Takoradi,23.4
2023-04-01,Somanya,22.3
2023-04-01,Sunyani,23.1
2023-04-01,Tamale,48.5
2023-04-01,Techiman,22.3
2023-04-01,Tema,22.1
2023-04-01,Wa,64.9
2023-04-02,Accra,27.0
2023-04-02,Bolgatanga,57.3
2023-04-02,Cape Coast,23.7
2023-04-02,Dambai,25.5
2023-04-02,Damongo,29.6
2023-04-02,Goaso,25.8
2023-04-02,Ho,26.7
2023-04-02,Kintampo,27.5
2023-04-02,Koforidua,25.1
2023-04-02,Kumasi,26.1
2023-04-02,Nalerigu,56.1
2023-04-02,Navrongo,78.6
2023-04-02,Sefwi Wiawso,20.6
2023-04-02,Sekondi-Takoradi,23.4
2023-04-02,Somanya,25.7
2023-04-02,Sunyani,24.0
2023-04-02,Tamale,26.9
2023-04-02,Techiman,23.6
2023-04-02,Tema,25.1
2023-04-02,Wa,54.5
2023-04-03,Accra,26.4
2023-04-03,Bolgatanga,60.6
2023-04-03,Cape Coast,22.9
2023-04-03,Dambai,23.9
2023-04-03,Damongo,28.7
2023-04-03,Goaso,22.4
2023-04-03,Ho,22.4
2023-04-03,Kintampo,23.1
2023-04-03,Koforidua,23.8
2023-04-03,Kumasi,21.4
2023-04-03,Nalerigu,75.3
2023-04-03,Navrongo,61.0
2023-04-03,Sefwi Wiawso,22.5
2023-04-03,Sekondi-Takoradi,23.0
2023-04-03,Somanya,26.1
2023-04-03,Sunyani,23.2
2023-04-03,Tamale,48.7
2023-04-03,Techiman,22.0
2023-04-03,Tema,27.4
2023-04-03,Wa,38.8
2023-04-04,Accra,22.1
2023-04-04,Bolgatanga,71.0
2023-04-04,Cape Coast,22.7
2023-04-04,Dambai,25.0
2023-04-04,Damongo,32.2
2023-04-04,Goaso,23.6
2023-04-04,Ho,22.9
2023-04-04,Kintampo,25.7
2023-04-04,Koforidua,22.1
2023-04-04,Kumasi,22.8
2023-04-04,Nalerigu,50.1
2023-04-04,Navrongo,65.1
2023-04-04,Sefwi Wiawso,22.8
2023-04-04,Sekondi-Takoradi,22.8
2023-04-04,Somanya,22.9
2023-04-04,Sunyani,24.3
2023-04-04,Tamale,30.1
2023-04-04,Techiman,25.6
2023-04-04,Tema,22.8
2023-04-04,Wa,46.5
2023-04-05,Accra,22.0
2023-04-05,Bolgatanga,33.6
2023-04-05,Cape Coast,22.8
2023-04-05,Dambai,25.8
2023-04-05,Damongo,24.2
2023-04-05,Goaso,22.5
2023-04-05,Ho,23.2
2023-04-05,Kintampo,27.2
2023-04-05,Koforidua,21.8
2023-04-05,Kumasi,22.4
2023-04-05,Nalerigu,28.8
2023-04-05,Navrongo,31.8
2023-04-05,Sefwi Wiawso,21.8
2023-04-05,Sekondi-Takoradi,22.9
2023-04-05,Somanya,23.2
2023-04-05,Sunyani,23.4
2023-04-05,Tamale,26.0
2023-04-05,Techiman,22.1
2023-04-05,Tema,23.9
2023-04-05,Wa,22.7
2023-04-06,Accra,21.4
2023-04-06,Bolgatanga,25.9
2023-04-06,Cape Coast,23.3
2023-04-06,Dambai,28.3
2023-04-06,Damongo,21.7
2023-04-06,Goaso,25.6
2023-04-06,Ho,25.3
2023-04-06,Kintampo,22.1
2023-04-06,Koforidua,23.0
2023-04-06,Kumasi,23.4
2023-04-06,Nalerigu,27.7
2023-04-06,Navrongo,26.9
2023-04-06,Sefwi Wiawso,25.2
2023-04-06,Sekondi-Takoradi,23.1
2023-04-06,Somanya,22.0
2023-04-06,Sunyani,24.6
2023-04-06,Tamale,26.5
2023-04-06,Techiman,24.1
2023-04-06,Tema,21.1
2023-04-06,Wa,22.4
2023-04-07,Accra,21.3
2023-04-07,Bolgatanga,26.3
2023-04-07,Cape Coast,22.8
2023-04-07,Dambai,26.2
2023-04-07,Damongo,28.5
2023-04-07,Goaso,24.9
2023-04-07,Ho,26.5
2023-04-07,Kintampo,26.0
2023-04-07,Koforidua,23.6
2023-04-07,Kumasi,23.8
2023-04-07,Nalerigu,26.5
2023-04-07,Navrongo,25.5
2023-04-07,Sefwi Wiawso,22.9
2023-04-07,Sekondi-Takoradi,22.9
2023-04-07,Somanya,22.9
2023-04-07,Sunyani,24.3
2023-04-07,Tamale,23.5
2023-04-07,Techiman,22.3
2023-04-07,Tema,21.4
2023-04-07,Wa,22.3
2023-04-08,Accra,21.2
2023-04-08,Bolgatanga,26.2
2023-04-08,Cape Coast,21.8
2023-04-08,Dambai,26.6
2023-04-08,Damongo,26.1
2023-04-08,Goaso,22.0
2023-04-08,Ho,23.8
2023-04-08,Kintampo,24.3
2023-04-08,Koforidua,24.0
2023-04-08,Kumasi,24.8
2023-04-08,Nalerigu,27.4
2023-04-08,Navrongo,27.0
2023-04-08,Sefwi Wiawso,24.5
2023-04-08,Sekondi-Takoradi,22.3
2023-04-08,Somanya,21.9
2023-04-08,Sunyani,21.8
2023-04-08,Tamale,26.7
2023-04-08,Techiman,27.7
2023-04-08,Tema,21.8
2023-04-08,Wa,24.7
2023-04-09,Accra,22.5
2023-04-09,Bolgatanga,62.1
2023-04-09,Cape Coast,23.3
2023-04-09,Dambai,23.0
2023-04-09,Damongo,28.1
2023-04-09,Goaso,23.3
2023-04-09,Ho,23.1
2023-04-09,Kintampo,22.6
2023-04-09,Koforidua,24.4
2023-04-09,Kumasi,23.6
2023-04-09,Nalerigu,56.2
2023-04-09,Navrongo,72.2
2023-04-09,Sefwi Wiawso,23.7
2023-04-09,Sekondi-Takoradi,22.1
2023-04-09,Somanya,23.0
2023-04-09,Sunyani,21.5
2023-04-09,Tamale,24.0
2023-04-09,Techiman,22.4
2023-04-09,Tema,22.7
2023-04-09,Wa,31.1
2023-04-10,Accra,21.4
2023-04-10,Bolgatanga,31.1
2023-04-10,Cape Coast,22.5
2023-04-10,Dambai,24.6
2023-04-10,Damongo,25.3
2023-04-10,Goaso,22.3
2023-04-10,Ho,24.0
2023-04-10,Kintampo,24.2
2023-04-10,Koforidua,27.3
2023-04-10,Kumasi,23.3
2023-04-10,Nalerigu,57.8
2023-04-10,Navrongo,36.5
2023-04-10,Sefwi Wiawso,22.6
2023-04-10,Sekondi-Takoradi,22.8
2023-04-10,Somanya,24.5
2023-04-10,Sunyani,23.8
2023-04-10,Tamale,22.4
2023-04-10,Techiman,22.3
2023-04-10,Tema,21.1
2023-04-10,Wa,26.5
2023-04-11,Accra,21.5
2023-04-11,Bolgatanga,69.2
2023-04-11,Cape Coast,22.6
2023-04-11,Dambai,24.3
2023-04-11,Damongo,30.9
2023-04-11,Goaso,22.7
2023-04-11,Ho,22.6
2023-04-11,Kintampo,28.5
2023-04-11,Koforidua,22.4
2023-04-11,Kumasi,22.8
2023-04-11,Nalerigu,61.9
2023-04-11,Navrongo,70.8
2023-04-11,Sefwi Wiawso,22.4
2023-04-11,Sekondi-Takoradi,22.5
2023-04-11,Somanya,18.8
2023-04-11,Sunyani,24.2
2023-04-11,Tamale,56.5
2023-04-11,Techiman,24.1
2023-04-11,Tema,21.3
2023-04-11,Wa,59.0
2023-04-12,Accra,21.8
2023-04-12,Bolgatanga,72.0
2023-04-12,Cape Coast,21.7
2023-04-12,Dambai,24.2
2023-04-12,Damongo,28.8
2023-04-12,Goaso,22.1
2023-04-12,Ho,22.6
2023-04-12,Kintampo,24.1
2023-04-12,Koforidua,22.8
2023-04-12,Kumasi,21.0
2023-04-12,Nalerigu,45.9
2023-04-12,Navrongo,78.0
2023-04-12,Sefwi Wiawso,22.2
2023-04-12,Sekondi-Takoradi,22.2
2023-04-12,Somanya,22.1
2023-04-12,Sunyani,21.7
2023-04-12,Tamale,29.8
2023-04-12,Techiman,22.2
2023-04-12,Tema,20.8
2023-04-12,Wa,47.6
2023-04-13,Accra,22.5
2023-04-13,Bolgatanga,56.4
2023-04-13,Cape Coast,25.7
2023-04-13,Dambai,25.5
2023-04-13,Damongo,25.7
2023-04-13,Goaso,22.6
2023-04-13,Ho,22.5
2023-04-13,Kintampo,25.6
2023-04-13,Koforidua,23.4
2023-04-13,Kumasi,24.9
2023-04-13,Nalerigu,23.3
2023-04-13,Navrongo,57.6
2023-04-13,Sefwi Wiawso,24.4
2023-04-13,Sekondi-Takoradi,23.6
2023-04-13,Somanya,23.1
2023-04-13,Sunyani,22.5
2023-04-13,Tamale,24.4
2023-04-13,Techiman,22.1
2023-04-13,Tema,21.9
2023-04-13,Wa,42.7
2023-04-14,Accra,22.2
2023-04-14,Bolgatanga,32.5
2023-04-14,Cape Coast,22.8
2023-04-14,Dambai,22.8
2023-04-14,Damongo,25.5
2023-04-14,Goaso,22.4
2023-04-14,Ho,23.2
2023-04-14,Kintampo,23.9
2023-04-14,Koforidua,22.7
2023-04-14,Kumasi,22.0
2023-04-14,Nalerigu,40.8
2023-04-14,Navrongo,58.6
2023-04-14,Sefwi Wiawso,22.4
2023-04-14,Sekondi-Takoradi,22.6
2023-04-14,Somanya,23.0
2023-04-14,Sunyani,21.9
2023-04-14,Tamale,25.2
2023-04-14,Techiman,22.9
2023-04-14,Tema,21.8
2023-04-14,Wa,23.4
2023-04-15,Accra,22.2
2023-04-15,Bolgatanga,51.3
2023-04-15,Cape Coast,27.0
2023-04-15,Dambai,22.1
2023-04-15,Damongo,24.8
2023-04-15,Goaso,22.4
2023-04-15,Ho,21.8
2023-04-15,Kintampo,24.1
2023-04-15,Koforidua,21.7
2023-04-15,Kumasi,21.9
2023-04-15,Nalerigu,25.4
2023-04-15,Navrongo,57.7
2023-04-15,Sefwi Wiawso,22.4
2023-04-15,Sekondi-Takoradi,27.9
2023-04-15,Somanya,22.0
2023-04-15,Sunyani,22.3
2023-04-15,Tamale,23.4
2023-04-15,Techiman,22.5
2023-04-15,Tema,21.5
2023-04-15,Wa,30.7
2023-04-16,Accra,22.0
2023-04-16,Bolgatanga,28.4
2023-04-16,Cape Coast,22.9
2023-04-16,Dambai,21.7
2023-04-16,Damongo,26.3
2023-04-16,Goaso,23.0
2023-04-16,Ho,22.2
2023-04-16,Kintampo,25.4
2023-04-16,Koforidua,23.5
2023-04-16,Kumasi,23.1
2023-04-16,Nalerigu,31.4
2023-04-16,Navrongo,41.7
2023-04-16,Sefwi Wiawso,22.9
2023-04-16,Sekondi-Takoradi,23.2
2023-04-16,Somanya,22.0
2023-04-16,Sunyani,24.2
2023-04-16,Tamale,23.3
2023-04-16,Techiman,22.5
2023-04-16,Tema,21.2
2023-04-16,Wa,51.8
2023-04-17,Accra,22.5
2023-04-17,Bolgatanga,30.2
2023-04-17,Cape Coast,22.7
2023-04-17,Dambai,22.7
2023-04-17,Damongo,23.8
2023-04-17,Goaso,22.9
2023-04-17,Ho,19.5
2023-04-17,Kintampo,22.2
2023-04-17,Koforidua,23.0
2023-04-17,Kumasi,22.8
2023-04-17,Nalerigu,23.3
2023-04-17,Navrongo,35.8
2023-04-17,Sefwi Wiawso,22.4
2023-04-17,Sekondi-Takoradi,22.8
2023-04-17,Somanya,22.0
2023-04-17,Sunyani,21.9
2023-04-17,Tamale,24.1
2023-04-17,Techiman,23.3
2023-04-17,Tema,22.1
2023-04-17,Wa,55.4
2023-04-18,Accra,22.8
2023-04-18,Bolgatanga,55.8
2023-04-18,Cape Coast,22.7
2023-04-18,Dambai,23.0
2023-04-18,Damongo,24.8
2023-04-18,Goaso,25.6
2023-04-18,Ho,22.9
2023-04-18,Kintampo,21.7
2023-04-18,Koforidua,22.9
2023-04-18,Kumasi,23.3
2023-04-18,Nalerigu,23.7
2023-04-18,Navrongo,56.8
2023-04-18,Sefwi Wiawso,23.9
2023-04-18,Sekondi-Takoradi,22.9
2023-04-18,Somanya,22.7
2023-04-18,Sunyani,21.9
2023-04-18,Tamale,24.0
2023-04-18,Techiman,23.7
2023-04-18,Tema,23.2
2023-04-18,Wa,23.4
2023-04-19,Accra,22.2
2023-04-19,Bolgatanga,26.1
2023-04-19,Cape Coast,21.5
2023-04-19,Dambai,22.5
2023-04-19,Damongo,24.6
2023-04-19,Goaso,21.3
2023-04-19,Ho,22.9
2023-04-19,Kintampo,22.8
2023-04-19,Koforidua,22.6
2023-04-19,Kumasi,23.3
2023-04-19,Nalerigu,24.1
2023-04-19,Navrongo,26.4
2023-04-19,Sefwi Wiawso,24.2
2023-04-19,Sekondi-Takoradi,21.4
2023-04-19,Somanya,21.6
2023-04-19,Sunyani,20.6
2023-04-19,Tamale,24.9
2023-04-19,Techiman,22.0
2023-04-19,Tema,21.4
2023-04-19,Wa,26.3
2023-04-20,Accra,22.4
2023-04-20,Bolgatanga,19.1
2023-04-20,Cape Coast,23.4
2023-04-20,Dambai,22.0
2023-04-20,Damongo,23.9
2023-04-20,Goaso,22.6
2023-04-20,Ho,23.1
2023-04-20,Kintampo,22.6
2023-04-20,Koforidua,22.4
2023-04-20,Kumasi,22.1
2023-04-20,Nalerigu,20.1
2023-04-20,Navrongo,22.5
2023-04-20,Sefwi Wiawso,22.7
2023-04-20,Sekondi-Takoradi,22.7
2023-04-20,Somanya,23.1
2023-04-20,Sunyani,22.4
2023-04-20,Tamale,23.8
2023-04-20,Techiman,22.0
2023-04-20,Tema,21.5
2023-04-20,Wa,22.9
2023-04-21,Accra,21.3
2023-04-21,Bolgatanga,31.5
2023-04-21,Cape Coast,21.8
2023-04-21,Dambai,28.4
2023-04-21,Damongo,24.4
2023-04-21,Goaso,23.5
2023-04-21,Ho,25.2
2023-04-21,Kintampo,23.5
2023-04-21,Koforidua,22.7
2023-04-21,Kumasi,21.4
2023-04-21,Nalerigu,58.0
2023-04-21,Navrongo,36.3
2023-04-21,Sefwi Wiawso,21.6
2023-04-21,Sekondi-Takoradi,21.8
2023-04-21,Somanya,22.4
2023-04-21,Sunyani,23.6
2023-04-21,Tamale,24.1
2023-04-21,Techiman,24.0
2023-04-21,Tema,21.3
2023-04-21,Wa,40.0
2023-04-22,Accra,21.7
2023-04-22,Bolgatanga,54.9
2023-04-22,Cape Coast,21.3
2023-04-22,Dambai,22.2
2023-04-22,Damongo,22.6
2023-04-22,Goaso,21.9
2023-04-22,Ho,17.9
2023-04-22,Kintampo,20.2
2023-04-22,Koforidua,22.4
2023-04-22,Kumasi,20.1
2023-04-22,Nalerigu,51.5
2023-04-22,Navrongo,73.6
2023-04-22,Sefwi Wiawso,21.8
2023-04-22,Sekondi-Takoradi,19.4
2023-04-22,Somanya,21.6
2023-04-22,Sunyani,22.3
2023-04-22,Tamale,21.8
2023-04-22,Techiman,22.7
2023-04-22,Tema,21.2
2023-04-22,Wa,30.2
2023-04-23,Accra,22.4
2023-04-23,Bolgatanga,20.8
2023-04-23,Cape Coast,22.4
2023-04-23,Dambai,22.5
2023-04-23,Damongo,23.8
2023-04-23,Goaso,21.6
2023-04-23,Ho,22.4
2023-04-23,Kintampo,22.0
2023-04-23,Koforidua,19.7
2023-04-23,Kumasi,20.8
2023-04-23,Nalerigu,23.1
2023-04-23,Navrongo,20.7
2023-04-23,Sefwi Wiawso,19.1
2023-04-23,Sekondi-Takoradi,22.2
2023-04-23,Somanya,19.4
2023-04-23,Sunyani,21.4
2023-04-23,Tamale,24.2
2023-04-23,Techiman,21.0
2023-04-23,Tema,21.9
2023-04-23,Wa,22.8
2023-04-24,Accra,22.3
2023-04-24,Bolgatanga,22.6
2023-04-24,Cape Coast,23.6
2023-04-24,Dambai,24.3
2023-04-24,Damongo,23.5
2023-04-24,Goaso,19.9
2023-04-24,Ho,21.9
2023-04-24,Kintampo,20.7
2023-04-24,Koforidua,23.1
2023-04-24,Kumasi,19.7
2023-04-24,Nalerigu,21.5
2023-04-24,Navrongo,21.8
2023-04-24,Sefwi Wiawso,21.2
2023-04-24,Sekondi-Takoradi,22.9
2023-04-24,Somanya,21.3
2023-04-24,Sunyani,24.2
2023-04-24,Tamale,23.0
2023-04-24,Techiman,23.2
2023-04-24,Tema,22.0
2023-04-24,Wa,22.9
2023-04-25,Accra,21.4
2023-04-25,Bolgatanga,30.9
2023-04-25,Cape Coast,19.9
2023-04-25,Dambai,22.1
2023-04-25,Damongo,26.0
2023-04-25,Goaso,22.0
2023-04-25,Ho,22.3
2023-04-25,Kintampo,24.2
2023-04-25,Koforidua,25.6
2023-04-25,Kumasi,20.9
2023-04-25,Nalerigu,23.6
2023-04-25,Navrongo,29.9
2023-04-25,Sefwi Wiawso,19.1
2023-04-25,Sekondi-Takoradi,21.0
2023-04-25,Somanya,23.2
2023-04-25,Sunyani,21.6
2023-04-25,Tamale,22.0
2023-04-25,Techiman,20.2
2023-04-25,Tema,20.7
2023-04-25,Wa,37.9
2023-04-26,Accra,21.9
2023-04-26,Bolgatanga,23.3
2023-04-26,Cape Coast,21.6
2023-04-26,Dambai,21.2
2023-04-26,Damongo,23.2
2023-04-26,Goaso,21.6
2023-04-26,Ho,21.8
2023-04-26,Kintampo,20.8
2023-04-26,Koforidua,22.7
2023-04-26,Kumasi,21.7
2023-04-26,Nalerigu,26.0
2023-04-26,Navrongo,21.5
2023-04-26,Sefwi Wiawso,22.4
2023-04-26,Sekondi-Takoradi,20.8
2023-04-26,Somanya,22.6
2023-04-26,Sunyani,20.8
2023-04-26,Tamale,22.5
2023-04-26,Techiman,20.5
2023-04-26,Tema,21.5
2023-04-26,Wa,23.9
2023-04-27,Accra,19.0
2023-04-27,Bolgatanga,23.5
2023-04-27,Cape Coast,18.0
2023-04-27,Dambai,19.3
2023-04-27,Damongo,22.3
2023-04-27,Goaso,21.4
2023-04-27,Ho,20.4
2023-04-27,Kintampo,21.1
2023-04-27,Koforidua,16.9
2023-04-27,Kumasi,19.4
2023-04-27,Nalerigu,24.0
2023-04-27,Navrongo,23.1
2023-04-27,Sefwi Wiawso,21.8
2023-04-27,Sekondi-Takoradi,20.1
2023-04-27,Somanya,20.8
2023-04-27,Sunyani,19.5
2023-04-27,Tamale,21.7
2023-04-27,Techiman,21.0
2023-04-27,Tema,20.9
2023-04-27,Wa,22.5
2023-04-28,Accra,21.5
2023-04-28,Bolgatanga,24.0
2023-04-28,Cape Coast,22.0
2023-04-28,Dambai,21.5
2023-04-28,Damongo,24.3
2023-04-28,Goaso,22.5
2023-04-28,Ho,20.2
2023-04-28,Kintampo,21.4
2023-04-28,Koforidua,22.5
2023-04-28,Kumasi,22.2
2023-04-28,Nalerigu,23.6
2023-04-28,Navrongo,23.7
2023-04-28,Sefwi Wiawso,22.6
2023-04-28,Sekondi-Takoradi,22.1
2023-04-28,Somanya,22.0
2023-04-28,Sunyani,22.6
2023-04-28,Tamale,23.3
2023-04-28,Techiman,22.2
2023-04-28,Tema,21.2
2023-04-28,Wa,23.7
2023-04-29,Accra,22.8
2023-04-29,Bolgatanga,23.1
2023-04-29,Cape Coast,22.4
2023-04-29,Dambai,22.9
2023-04-29,Damongo,23.6
2023-04-29,Goaso,18.2
2023-04-29,Ho,20.6
2023-04-29,Kintampo,22.3
2023-04-29,Koforidua,24.6
2023-04-29,Kumasi,20.6
2023-04-29,Nalerigu,26.2
2023-04-29,Navrongo,23.0
2023-04-29,Sefwi Wiawso,22.5
2023-04-29,Sekondi-Takoradi,21.0
2023-04-29,Somanya,22.7
2023-04-29,Sunyani,20.2
2023-04-29,Tamale,23.5
2023-04-29,Techiman,20.4
2023-04-29,Tema,21.6
2023-04-29,Wa,22.8
2023-04-30,Accra,21.5
2023-04-30,Bolgatanga,23.1
2023-04-30,Cape Coast,20.4
2023-04-30,Dambai,23.2
2023-04-30,Damongo,23.3
2023-04-30,Goaso,21.8
2023-04-30,Ho,23.8
2023-04-30,Kintampo,22.6
2023-04-30,Koforidua,23.9
2023-04-30,Kumasi,23.5
2023-04-30,Nalerigu,23.4
2023-04-30,Navrongo,23.1
2023-04-30,Sefwi Wiawso,21.9
2023-04-30,Sekondi-Takoradi,20.7
2023-04-30,Somanya,23.4
2023-04-30,Sunyani,22.8
2023-04-30,Tamale,22.8
2023-04-30,Techiman,22.2
2023-04-30,Tema,21.3
2023-04-30,Wa,20.8
2023-05-01,Accra,16.5
2023-05-01,Bolgatanga,22.6
2023-05-01,Cape Coast,19.2
2023-05-01,Dambai,22.3
2023-05-01,Damongo,23.6
2023-05-01,Goaso,20.5
2023-05-01,Ho,22.5
2023-05-01,Kintampo,21.2
2023-05-01,Koforidua,23.5
2023-05-01,Kumasi,18.8
2023-05-01,Nalerigu,22.9
2023-05-01,Navrongo,22.5
2023-05-01,Sefwi Wiawso,21.8
2023-05-01,Sekondi-Takoradi,19.1
2023-05-01,Somanya,19.8
2023-05-01,Sunyani,21.2
2023-05-01,Tamale,24.1
2023-05-01,Techiman,19.6
2023-05-01,Tema,19.1
2023-05-01,Wa,23.7
2023-05-02,Accra,19.2
2023-05-02,Bolgatanga,21.8
2023-05-02,Cape Coast,22.6
2023-05-02,Dambai,23.4
2023-05-02,Damongo,24.0
2023-05-02,Goaso,20.9
2023-05-02,Ho,20.6
2023-05-02,Kintampo,21.5
2023-05-02,Koforidua,22.1
2023-05-02,Kumasi,21.1
2023-05-02,Nalerigu,36.2
2023-05-02,Navrongo,23.0
2023-05-02,Sefwi Wiawso,21.5
2023-05-02,Sekondi-Takoradi,21.7
2023-05-02,Somanya,22.7
2023-05-02,Sunyani,21.4
2023-05-02,Tamale,23.8
2023-05-02,Techiman,21.6
2023-05-02,Tema,21.2
2023-05-02,Wa,24.2
2023-05-03,Accra,21.9
2023-05-03,Bolgatanga,24.9
2023-05-03,Cape Coast,22.1
2023-05-03,Dambai,24.9
2023-05-03,Damongo,26.6
2023-05-03,Goaso,21.3
2023-05-03,Ho,21.4
2023-05-03,Kintampo,25.5
2023-05-03,Koforidua,22.3
2023-05-03,Kumasi,20.2
2023-05-03,Nalerigu,24.3
2023-05-03,Navrongo,23.4
2023-05-03,Sefwi Wiawso,21.8
2023-05-03,Sekondi-Takoradi,22.8
2023-05-03,Somanya,18.2
2023-05-03,Sunyani,22.4
2023-05-03,Tamale,24.0
2023-05-03,Techiman,21.6
2023-05-03,Tema,21.8
2023-05-03,Wa,27.7
2023-05-04,Accra,21.8
2023-05-04,Bolgatanga,32.3
2023-05-04,Cape Coast,20.5
2023-05-04,Dambai,23.2
2023-05-04,Damongo,24.3
2023-05-04,Goaso,21.0
2023-05-04,Ho,22.6
2023-05-04,Kintampo,23.6
2023-05-04,Koforidua,19.7
2023-05-04,Kumasi,20.8
2023-05-04,Nalerigu,24.2
2023-05-04,Navrongo,57.6
2023-05-04,Sefwi Wiawso,20.6
2023-05-04,Sekondi-Takoradi,22.4
2023-05-04,Somanya,21.1
2023-05-04,Sunyani,22.1
2023-05-04,Tamale,25.0
2023-05-04,Techiman,21.1
2023-05-04,Tema,21.8
2023-05-04,Wa,23.0
2023-05-05,Accra,19.8
2023-05-05,Bolgatanga,22.6
2023-05-05,Cape Coast,18.7
2023-05-05,Dambai,23.4
2023-05-05,Damongo,24.7
2023-05-05,Goaso,22.3
2023-05-05,Ho,22.6
2023-05-05,Kintampo,25.4
2023-05-05,Koforidua,23.7
2023-05-05,Kumasi,22.4
2023-05-05,Nalerigu,23.3
2023-05-05,Navrongo,22.9
2023-05-05,Sefwi Wiawso,22.7
2023-05-05,Sekondi-Takoradi,19.7
2023-05-05,Somanya,22.2
2023-05-05,Sunyani,23.6
2023-05-05,Tamale,25.7
2023-05-05,Techiman,22.8
2023-05-05,Tema,19.5
2023-05-05,Wa,24.0
2023-05-06,Accra,20.8
2023-05-06,Bolgatanga,23.4
2023-05-06,Cape Coast,21.5
2023-05-06,Dambai,17.5
2023-05-06,Damongo,24.4
2023-05-06,Goaso,20.8
